update,avg_ep_reward,eval_greedy_mean,eval_greedy_std,eval_random_mean,eval_random_std,paired_diff_mean,paired_diff_std,paired_diff_se,paired_diff_t,paired_diff_ci_low,paired_diff_ci_high,eval_episodes,eval_seed,greedy_target_freq_0,greedy_target_freq_1,greedy_target_freq_2,greedy_target_freq_3,greedy_target_freq_4,greedy_target_freq_5,greedy_target_freq_6,greedy_target_freq_7,greedy_target_freq_8,greedy_target_freq_9,random_target_freq_0,random_target_freq_1,random_target_freq_2,random_target_freq_3,random_target_freq_4,random_target_freq_5,random_target_freq_6,random_target_freq_7,random_target_freq_8,random_target_freq_9
74,2.677734375,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2.63671875,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2.67138671875,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2.626953125,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2.634765625,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2.712890625,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2.7060546875,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2.76806640625,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2.6796875,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2.64404296875,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2.6015625,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2.68310546875,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2.64453125,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2.71142578125,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2.63037109375,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2.68017578125,2.8340001106262207,2.1315560340881348,2.8459999561309814,1.885043978691101,-0.012000000104308128,2.5793724060058594,0.11535304078232576,-0.10402846793568664,-0.2380919600376666,0.21409195982905035,500,12425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2.69970703125,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2.68359375,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2.8095703125,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2.60693359375,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2.73095703125,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2.748046875,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2.69677734375,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2.8115234375,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2.66943359375,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2.66650390625,2.8499999046325684,1.959382176399231,2.9079999923706055,2.0088820457458496,-0.057999998331069946,2.569014549255371,0.11488982334641983,-0.5048314693302846,-0.2831840520900528,0.1671840554279129,500,12435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2.6611328125,2.9100000858306885,2.0243754386901855,2.813999891281128,2.0188004970550537,0.09600000083446503,2.6722772121429443,0.119507870021505,0.8032943840199829,-0.13823542440768477,0.3302354260766148,500,12445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
