update,avg_ep_reward,eval_greedy_mean,eval_greedy_std,eval_random_mean,eval_random_std,paired_diff_mean,paired_diff_std,paired_diff_se,paired_diff_t,paired_diff_ci_low,paired_diff_ci_high,eval_episodes,eval_seed,greedy_target_freq_0,greedy_target_freq_1,greedy_target_freq_2,greedy_target_freq_3,greedy_target_freq_4,greedy_target_freq_5,greedy_target_freq_6,greedy_target_freq_7,greedy_target_freq_8,greedy_target_freq_9,random_target_freq_0,random_target_freq_1,random_target_freq_2,random_target_freq_3,random_target_freq_4,random_target_freq_5,random_target_freq_6,random_target_freq_7,random_target_freq_8,random_target_freq_9
23,2.771484375,2.934000015258789,2.044015645980835,2.7019999027252197,1.8351926803588867,0.23199999332427979,2.622199058532715,0.117268306908302,1.9783690874439952,0.002154111784007845,0.46184587486455175,500,12365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2.65966796875,2.934000015258789,2.044015645980835,2.7019999027252197,1.8351926803588867,0.23199999332427979,2.622199058532715,0.117268306908302,1.9783690874439952,0.002154111784007845,0.46184587486455175,500,12365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2.765625,2.934000015258789,2.044015645980835,2.7019999027252197,1.8351926803588867,0.23199999332427979,2.622199058532715,0.117268306908302,1.9783690874439952,0.002154111784007845,0.46184587486455175,500,12365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.7158203125,2.934000015258789,2.044015645980835,2.7019999027252197,1.8351926803588867,0.23199999332427979,2.622199058532715,0.117268306908302,1.9783690874439952,0.002154111784007845,0.46184587486455175,500,12365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2.66943359375,2.934000015258789,2.044015645980835,2.7019999027252197,1.8351926803588867,0.23199999332427979,2.622199058532715,0.117268306908302,1.9783690874439952,0.002154111784007845,0.46184587486455175,500,12365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2.666015625,2.934000015258789,2.044015645980835,2.7019999027252197,1.8351926803588867,0.23199999332427979,2.622199058532715,0.117268306908302,1.9783690874439952,0.002154111784007845,0.46184587486455175,500,12365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.76806640625,2.934000015258789,2.044015645980835,2.7019999027252197,1.8351926803588867,0.23199999332427979,2.622199058532715,0.117268306908302,1.9783690874439952,0.002154111784007845,0.46184587486455175,500,12365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2.82275390625,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2.759765625,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2.73974609375,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2.6728515625,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2.66015625,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2.73779296875,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2.6650390625,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2.7431640625,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2.69873046875,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2.705078125,3.0260000228881836,2.06927227973938,2.7899999618530273,2.014451742172241,0.23600000143051147,2.680797815322876,0.11988892297989756,1.9684887941656035,0.001017712389912273,0.4709822904711107,500,12375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2.708984375,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2.68212890625,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2.65771484375,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2.6953125,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2.6708984375,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2.82666015625,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2.76953125,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2.70458984375,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2.6201171875,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2.75,2.947999954223633,1.8847814798355103,2.7160000801086426,1.7724636793136597,0.23199999332427979,2.4621739387512207,0.11011176598952266,2.1069500724051147,0.016180931984815378,0.44781905466374416,500,12385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2.658203125,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2.7529296875,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2.7099609375,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2.7109375,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2.658203125,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2.69921875,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2.703125,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2.69287109375,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2.63232421875,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2.78125,3.003999948501587,2.0621564388275146,2.7920000553131104,2.0778284072875977,0.21199999749660492,2.7073447704315186,0.12107613890426876,1.7509643057268858,-0.025309234755761828,0.4493092297489717,500,12395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2.7392578125,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2.74560546875,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2.70751953125,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2.67578125,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2.7353515625,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2.666015625,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2.74658203125,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2.6611328125,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2.62353515625,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2.67138671875,2.7980000972747803,1.9852148294448853,2.8320000171661377,1.8183479309082031,-0.03400000184774399,2.4708409309387207,0.11049936566335684,-0.3076940907636257,-0.2505787585479234,0.1825787548524354,500,12405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2.70556640625,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2.70947265625,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2.72021484375,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2.67138671875,2.890000104904175,1.86355721950531,2.6740000247955322,1.8886127471923828,0.2160000056028366,2.6020925045013428,0.1163691144761536,1.8561626645968798,-0.012083458770424438,0.44408346997609766,500,12415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
